会社名,事業所コード,施設名,指定番号,郵便番号,開設日,住所,開設年数,住所（建物名）,建物構造,電話番号,建物階数,FAX番号,居室数,フリーダイヤル,内SS数,メールアドレス,定員数,URL,サービス種類,サービス有効期限,土地所有区分,敷地面積（㎡数）,敷地面積（坪数）,敷地内駐車場台数,購入金額,坪単価,家賃,契約期間,自動更新の有無,契約年数,土地備考,土地管理会社名,土地管理会社郵便番号,土地管理会社住所,土地管理会社住所（建物名）,土地管理会社電話番号,土地管理会社FAX番号,土地管理会社メールアドレス,土地管理会社URL,土地管理会社備考,土地オーナー氏名,土地オーナー郵便番号,土地オーナー住所,土地オーナー住所（建物名）,土地オーナー電話番号,土地オーナーFAX番号,土地オーナーメールアドレス,土地オーナーURL,土地オーナー備考,建物所有区分,建築面積（㎡数）,建築面積（坪数）,竣工日,延床面積（㎡数）,延べ床面積（坪数）,築年数,建築費用,坪単価,耐用年数,建設協力金,建物家賃,建物契約年数,建物契約開始日,建物契約終了日,建物自動更新の有無,施工会社,施工会社連絡先,定期調査会社,調査日,建物備考,建物管理会社名,建物管理会社電話番号,建物管理会社メールアドレス,建物オーナー氏名,建物オーナー電話番号,建物オーナーメールアドレス,電力会社,電気保安管理業者,電気保守点検実施日,PAS有無,PAS更新年月日,キュービクル有無,キュービクルメーカー,キュービクル年式,非常用発電機有無,非常用発電機メーカー,非常用発電機年式,電気設備備考,水道契約会社,受水槽清掃業者,受水槽清掃実施日,浴槽循環方式,ろ過器設置の有無,ろ過器メーカー,ろ過器年式,受水槽設置の有無,受水槽メーカー,受水槽年式,加圧ポンプメーカー,加圧ポンプ年式,浄化槽設置の有無,浄化槽メーカー,浄化槽年式,浄化槽点検・清掃業者,浄化槽点検・清掃実施日,レジオネラ検査実施日,レジオネラ検査結果（初回）,レジオネラ検査結果（2回目）,水道設備備考,ガス会社,ガス保安管理業者,ガス保守点検実施日,ガス設備備考,エレベーター有無,エレベーターメーカー,エレベーター年式,エレベーター保守会社,エレベーター保守実施日,エレベーター設備備考,空調設備_フロンガス点検業者,空調設備_点検実施日,空調設備_点検対象機器,空調設備_備考,照明設備_メーカー,照明設備_更新日,照明設備_保証期間,照明設備_備考,防犯カメラ管理業者,防犯カメラ年式,防犯カメラ備考,電子錠管理業者,電子錠年式,電子錠備考,防火管理者,消防訓練実施日,消防設備点検業者,消防設備点検実施日,防災実地訓練実施日,防災起動訓練実施日,防災備考,引き渡し図面備考,図面備考,外装_防水_施工日,外装_防水_施工会社,外装_防水_担当者,外装_防水_連絡先,外装_防水_備考,外装_防水_特記事項,外装_塗装_施工日,外装_塗装_施工会社,外装_塗装_担当者,外装_塗装_連絡先,外装_塗装_備考,外装_塗装_特記事項,内装リニューアル_リニューアル日,内装リニューアル_会社名,内装リニューアル_担当者,内装リニューアル_連絡先,内装リニューアル_特記事項,内装・意匠履歴_全データ,その他_改修工事履歴_全データ,その他契約書_会社名,その他契約書_契約書の種類,その他契約書_契約内容,その他契約書_自動更新の有無,その他契約書_自動更新詳細,その他契約書_契約開始日,その他契約書_契約終了日,その他契約書_金額,その他契約書_備考,給食契約書_会社名,給食契約書_契約書の種類,給食契約書_契約内容,給食契約書_自動更新の有無,給食契約書_契約開始日,給食契約書_契約終了日,給食契約書_金額,給食契約書_備考,駐車場契約書_会社名,駐車場契約書_契約書の種類,駐車場契約書_契約内容,駐車場契約書_自動更新の有無,駐車場契約書_契約開始日,駐車場契約書_契約終了日,駐車場契約書_金額,駐車場契約書_台数,駐車場契約書_備考
株式会社シダー,20901,"ラ・ナシカ あしかが",2071200901,,,,,,,,,,,,,,,,,,自社所有,1371.70,414.91,15,82670403,199249,,,,,自社所有物件として長期的な運営を予定。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05,田中電気工事,鈴木美咲,702-956-5865,"Magni dolorum voluptatem cum sit sit doloribus enim quia cupiditate.",,2024-04-03,佐藤建設,,,,,2024-01-19,,山田太郎,1-260-498-1650,,,"[NO:792|日付:2025-08-31|会社:伊藤工業|金額:44,947|内容:床材変更工事|担当:田中花子|連絡先:|備考:Veniam consequatur optio quo magni aut veniam ut qui dolores eaque autem et.|特記事項:Alias quo voluptatum magnam nihil eum dolores rem.] / [NO:794|日付:2024-05-06|会社:株式会社山田工務店|金額:66,449|内容:電気設備点検|担当:高橋健一|連絡先:(928) 635-7850|備考:Itaque asperiores voluptatem ea fugiat molestiae explicabo voluptatem assumenda est ad magni fuga tenetur quam maxime qui aliquam in.|特記事項:] / [NO:793|日付:2024-01-07|会社:加藤住宅設備|金額:729,191|内容:電気設備点検|担当:|連絡先:1-573-519-0739|備考:|特記事項:]"
株式会社シダー,21101,"ラ・ナシカ みさと",2171200101,,,,,,,,,,,,,,,,,,賃貸,1983.52,599.98,29,,,541125,"2025年1月18日 ～ 2027年1月18日",,2年,賃貸契約による運営。周辺環境は住宅地で静穏。,株式会社不動産管理センター,610-4998,"4797 Martin Station Suite 195
Herzogside, HI 02172-6742",△△タワー12階,0643-6780-0072,08-722-2108,info@realestate-service.jp,https://www.realestate-pro.co.jp,入居者対応、契約更新手続き等も含めた総合管理サービス。,合資会社不動産経営,529-2183,"23714 Keara Field Apt. 799
Lake Jannie, FL 43763",,0828-5375-7949,086-39-5312,heller.cali@example.net,,不動産投資の一環として複数物件を所有・運営。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-04,佐藤建設,,415-241-3519,,,2025-09-21,鈴木設備,加藤真理,,,,,,,,,"[NO:800|日付:2025-02-15|会社:中村建築|金額:872,510|内容:電気設備点検|担当:鈴木美咲|連絡先:+1 (480) 490-3679|備考:|特記事項:] / [NO:799|日付:2024-05-23|会社:小林電設|金額:|内容:壁面改修工事|担当:|連絡先:+1 (820) 965-4868|備考:|特記事項:Beatae sint voluptatem rerum facere et aliquam.]","[NO:803|日付:2024-10-21|会社:鈴木設備|金額:|内容:ベランダ防水工事|担当:|連絡先:+1.202.208.9408|備考:|特記事項:] / [NO:801|日付:2024-09-29|会社:佐藤建設|金額:184,411|内容:ベランダ防水工事|担当:小林大輔|連絡先:|備考:|特記事項:Quis esse ea sunt architecto quis qui consequatur natus harum.] / [NO:802|日付:2024-07-04|会社:小林電設|金額:93,778|内容:屋上防水工事|担当:鈴木美咲|連絡先:(445) 254-8474|備考:|特記事項:]"
株式会社シダー,21111,"ラ・ナシカ さいたま",2171200111,,,,,,,,,,,,,,,,,,owned_rental,1838.52,556.12,47,73592472,132332,443340,"2025年4月20日 ～ 2026年4月20日",,1年,自社所有物件を第三者に賃貸。,,,,,,,,,,社会福祉法人愛心会,745-6142,"24426 Arvel Prairie Apt. 924
New Leonie, NY 98732",○○ビル本社,01-83-3508,0384-234-8377,office@senior-care.com,https://www.senior-life.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-10,,伊藤正男,"(225) 501-9163","Repudiandae illum omnis tempore dolorem reiciendis facilis soluta ut provident sunt et.",,2024-12-23,,佐藤次郎,,,,,,,,,"[NO:808|日付:2024-04-09|会社:株式会社山田工務店|金額:686,260|内容:屋上防水工事|担当:鈴木美咲|連絡先:|備考:|特記事項:]","[NO:810|日付:2024-08-11|会社:田中電気工事|金額:719,382|内容:防錆塗装工事|担当:佐藤次郎|連絡先:351-575-8289|備考:Asperiores ut officia voluptate voluptates neque labore quaerat voluptatem saepe in aut quidem minima neque consequatur error fuga fugit qui suscipit.|特記事項:] / [NO:811|日付:2024-08-07|会社:株式会社山田工務店|金額:|内容:鉄部塗装工事|担当:渡辺由美|連絡先:|備考:|特記事項:Pariatur autem repellat excepturi incidunt impedit optio.] / [NO:809|日付:2024-04-17|会社:|金額:700,409|内容:地下防水工事|担当:|連絡先:(808) 389-1543|備考:|特記事項:]"
株式会社シダー,21201,"ラ・ナシカ あすみが丘",2171200201,,,,,,,,,,,,,,,,,,owned_rental,1500.87,453.98,49,70205283,154644,308205,"2025年2月11日 ～ 2028年2月11日",,3年,自社所有物件を第三者に賃貸。近隣に公共交通機関あり、アクセス良好。バリアフリー対応済み。,,,,,,,,,,医療法人健康グループ,126-8309,"28793 Goodwin Road
East Betsy, IA 93839",,02-1191-8809,09-646-1640,info@healthcare.jp,https://www.medical-care.co.jp,事業拡大に伴い、長期的な利用を前提とした契約を希望。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-15,,,534-568-8067,,,2024-09-28,,,"+1 (727) 405-2420",,,2025-07-15,株式会社山田工務店,中村恵子,1-878-508-7711,"Voluptatem ratione et earum et dolorem qui hic reprehenderit.","[NO:814|日付:2025-01-03|会社:佐藤建設|金額:311,553|内容:屋上防水工事|担当:田中花子|連絡先:|備考:|特記事項:Voluptatum occaecati et magnam totam et soluta voluptatem.]","[NO:821|日付:2025-04-10|会社:鈴木設備|金額:|内容:ドア修理|担当:小林大輔|連絡先:|備考:Error voluptatem officiis nihil odit aut quia delectus perferendis minima eaque rerum dolor temporibus vel porro nam.|特記事項:] / [NO:818|日付:2024-06-28|会社:|金額:|内容:電気設備点検|担当:高橋健一|連絡先:(619) 449-0873|備考:Rem quod velit excepturi vero ut officiis ut dolorem qui aut ex eius soluta adipisci quaerat magnam nemo.|特記事項:] / [NO:820|日付:2024-05-18|会社:|金額:680,254|内容:ドア修理|担当:伊藤正男|連絡先:|備考:Culpa voluptatem ipsa et ipsam nemo ad numquam qui quis iusto placeat quidem velit iusto exercitationem illum suscipit veritatis.|特記事項:Impedit aut pariatur magni ut voluptates cumque dolorum cum fuga fuga non.] / [NO:819|日付:2024-03-16|会社:高橋塗装|金額:731,160|内容:照明設備更新|担当:|連絡先:|備考:|特記事項:] / [NO:817|日付:2023-11-26|会社:|金額:531,580|内容:防錆塗装工事|担当:伊藤正男|連絡先:828-885-7027|備考:|特記事項:]"
株式会社シダー,21202,"ラ・ナシカ たかしな",2171200202,,,,,,,,,,,,,,,,,,自社所有,894.09,270.44,36,32093115,118670,,,,,自社所有物件として長期的な運営を予定。近隣に公共交通機関あり、アクセス良好。災害時の避難経路確保済み。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,,,949-725-3411,"Reprehenderit rem et ut deleniti dignissimos voluptatum ipsam fugit aliquid voluptate velit labore ducimus amet nihil et.",,2024-11-04,高橋塗装,,"+1 (564) 809-1504","Magnam sequi voluptatem id sunt cumque id officia voluptatem enim temporibus commodi et quo qui consequuntur quis omnis impedit.",,2025-06-26,渡辺リフォーム,,,,"[NO:826|日付:2025-03-21|会社:佐藤建設|金額:585,510|内容:天井改修工事|担当:|連絡先:+19845573070|備考:Voluptas omnis eum praesentium ut corrupti ullam fuga omnis nobis explicabo velit rerum nostrum.|特記事項:] / [NO:827|日付:2024-12-28|会社:高橋塗装|金額:777,748|内容:内装リニューアル工事|担当:加藤真理|連絡先:|備考:|特記事項:]","[NO:830|日付:2025-09-07|会社:伊藤工業|金額:893,572|内容:ドア修理|担当:中村恵子|連絡先:314-643-1887|備考:|特記事項:Pariatur nesciunt minus ea ex qui rerum soluta in voluptatum.] / [NO:829|日付:2025-08-17|会社:小林電設|金額:293,213|内容:給湯器交換|担当:|連絡先:+1-231-902-0297|備考:|特記事項:Rem rerum numquam eveniet qui molestiae enim similique.] / [NO:833|日付:2025-07-01|会社:株式会社山田工務店|金額:940,203|内容:床材変更工事|担当:中村恵子|連絡先:346-373-6416|備考:|特記事項:] / [NO:832|日付:2025-01-19|会社:|金額:462,516|内容:配管工事|担当:|連絡先:757-675-0262|備考:Omnis consequatur qui maxime corrupti est itaque consequuntur et quas animi aliquam ab minus nam culpa architecto quisquam assumenda explicabo.|特記事項:Aliquid est expedita omnis corporis et fuga aut fugit eum esse excepturi.] / [NO:831|日付:2024-02-15|会社:|金額:853,299|内容:エアコン修理|担当:中村恵子|連絡先:+1.802.591.3520|備考:Occaecati odio ipsum sed error vel dolore aut alias dignissimos.|特記事項:] / [NO:828|日付:2023-10-20|会社:|金額:261,807|内容:フロア改修工事|担当:|連絡先:|備考:|特記事項:]"
株式会社シダー,21203,"ラ・ナシカ こぶけ",2171200203,,,,,,,,,,,,,,,,,,owned_rental,2020.22,611.08,24,51289778,83933,574592,"2024年11月9日 ～ 2025年11月9日",,1年,自社所有物件を第三者に賃貸。,,,,,,,,,,株式会社ヘルスケアパートナーズ,289-9578,"5715 Nat Corner
Gladysside, MO 95037",□□オフィス,06-29-4890,0700-399-0826,admin@medical-care.co.jp,https://www.senior-life.com,地域密着型のサービス提供により、利用者からの信頼も厚い。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-24,鈴木設備,,,"Quisquam officia quis dignissimos rerum suscipit vero alias voluptas aliquid.","Molestiae id voluptatem omnis voluptatem omnis officia voluptates a.",2025-05-12,伊藤工業,,+1-218-934-4496,,"Vel qui quos est laboriosam dicta et aut eos sapiente asperiores enim est.",2024-12-17,株式会社山田工務店,高橋健一,+1-283-460-6433,"Explicabo nam consequatur et et beatae pariatur laudantium sunt est nostrum.",,"[NO:840|日付:2025-07-11|会社:渡辺リフォーム|金額:97,891|内容:屋根塗装工事|担当:伊藤正男|連絡先:479.308.1988|備考:Atque facilis exercitationem ut ea unde nihil eius rerum nihil odit in error voluptate sed modi.|特記事項:] / [NO:841|日付:2025-05-20|会社:田中電気工事|金額:36,883|内容:照明器具交換|担当:鈴木美咲|連絡先:|備考:|特記事項:Numquam quia aut rerum magnam deserunt rerum.] / [NO:839|日付:2025-04-24|会社:伊藤工業|金額:|内容:フロア改修工事|担当:鈴木美咲|連絡先:|備考:Consequatur aut qui quae velit exercitationem aut tenetur voluptatem dicta nulla provident facere et a.|特記事項:] / [NO:842|日付:2024-12-29|会社:|金額:902,912|内容:換気扇清掃|担当:小林大輔|連絡先:(651) 212-5738|備考:Suscipit et tempore suscipit neque qui totam at quaerat eligendi nisi reiciendis porro assumenda voluptas omnis voluptate quia voluptates recusandae.|特記事項:Rerum dolore nihil nihil quam et impedit aut nihil vel.] / [NO:844|日付:2024-12-06|会社:|金額:348,363|内容:壁面改修工事|担当:高橋健一|連絡先:1-458-727-3383|備考:|特記事項:] / [NO:843|日付:2024-03-29|会社:|金額:124,333|内容:屋上防水工事|担当:|連絡先:+1 (727) 230-1158|備考:|特記事項:]"
株式会社シダー,21211,"ラ・ナシカ さくら",2171200211,,,,,,,,,,,,,,,,,,賃貸,1173.15,354.85,32,,,352892,"2024年1月27日 ～ 2026年1月27日",,2年,賃貸契約による運営。契約更新時の条件見直し要検討。,株式会社長谷工リアルエステート,016-0301,"13038 Larkin Crossroad
North Melvinport, HI 62973-2615",△△タワー12階,08-1252-4204,074-1358-9512,management@property-mgmt.co.jp,,設備故障時の迅速な対応体制が整っており、信頼性が高い。,株式会社アセットマネジメント,359-9493,"7687 Kub Court
Mohrburgh, DE 61519",戸建て住宅,0296-4353-3730,0522-4446-9336,ethan44@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-03,,田中花子,,,,2025-04-09,高橋塗装,中村恵子,,,,2025-02-15,田中電気工事,小林大輔,,,,"[NO:850|日付:2024-12-27|会社:株式会社山田工務店|金額:885,852|内容:照明設備更新|担当:|連絡先:+1-351-635-0877|備考:|特記事項:Reprehenderit vero dolorum debitis itaque in consequatur.] / [NO:851|日付:2024-08-25|会社:加藤住宅設備|金額:|内容:電気設備点検|担当:|連絡先:+1-540-987-8171|備考:|特記事項:Molestiae tempora dolores esse distinctio ratione mollitia id id eos cumque vel.] / [NO:849|日付:2024-05-26|会社:加藤住宅設備|金額:778,146|内容:屋上防水工事|担当:|連絡先:|備考:|特記事項:]"
株式会社シダー,21301,"ラ・ナシカ こまつがわ",2171200301,,,,,,,,,,,,,,,,,,owned_rental,1619.94,490.00,15,82139680,167632,380836,"2024年1月6日 ～ 2026年1月6日",,2年,自社所有物件を第三者に賃貸。賃料収入による安定的な収益確保。テナントとの良好な関係維持を重視。近隣に公共交通機関あり、アクセス良好。,,,,,,,,,,株式会社ライフケアサービス,542-7737,"9737 Legros Cliff Suite 466
East Kaylahview, AR 54851",○○ビル本社,03-795-3160,07-95-8487,office@medical.co.jp,https://www.medical-care.co.jp,建物の維持管理についても積極的に協力する姿勢を示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-05,渡辺リフォーム,,,"Facere illum recusandae ut vel tempore aut eum labore est laudantium repudiandae sit ut fugit beatae maiores fugiat.",,2024-11-25,,山田太郎,1-779-526-2886,"Aut beatae ratione sed similique itaque et et omnis nam dolorem voluptas illum voluptatem est officiis rem.",,2025-08-09,伊藤工業,高橋健一,,,,"[NO:860|日付:2024-11-13|会社:|金額:325,216|内容:換気扇清掃|担当:鈴木美咲|連絡先:|備考:Quo voluptas eaque aperiam recusandae dolorem nisi dolore corporis quibusdam et molestiae et perspiciatis voluptatem facere sapiente vero.|特記事項:] / [NO:859|日付:2024-09-30|会社:株式会社山田工務店|金額:716,935|内容:内装リニューアル工事|担当:佐藤次郎|連絡先:|備考:|特記事項:Non eos ex distinctio quos ut suscipit dolorem id.] / [NO:861|日付:2024-09-15|会社:佐藤建設|金額:564,068|内容:電気設備点検|担当:高橋健一|連絡先:|備考:|特記事項:Aut esse quia perferendis sapiente nobis repellendus quo.]"
株式会社シダー,21401,"ラ・ナシカ よこすか",2171200401,,,,,,,,,,,,,,,,,,owned_rental,1826.60,552.51,34,82346090,149040,283396,"2025年7月6日 ～ 2028年7月6日",,3年,自社所有物件を第三者に賃貸。賃料収入による安定的な収益確保。近隣に公共交通機関あり、アクセス良好。,,,,,,,,,,医療法人仁愛会,900-6311,"6699 Hagenes Green
New Courtney, IL 73124",□□オフィス,092-2916-2748,001-509-8938,info@healthcare.jp,,地域の高齢化社会に対応したサービス展開を計画中。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-27,鈴木設備,田中花子,938.815.0171,,,2025-01-27,佐藤建設,加藤真理,,,"Earum quia quaerat odit et ut harum autem perferendis quo tempore voluptas id fugiat.",,,,,,"[NO:865|日付:2025-09-30|会社:佐藤建設|金額:659,017|内容:地下防水工事|担当:加藤真理|連絡先:1-727-215-7741|備考:Illum cumque omnis deserunt et praesentium libero harum accusantium sunt quibusdam voluptate quas consectetur alias qui eos voluptas non accusantium dolores.|特記事項:] / [NO:866|日付:2025-06-23|会社:渡辺リフォーム|金額:100,490|内容:壁面改修工事|担当:田中花子|連絡先:+1-856-682-8451|備考:Numquam molestiae sit ut suscipit est reprehenderit unde odit fugit ea consequatur repellendus non sint veritatis.|特記事項:] / [NO:867|日付:2024-10-20|会社:渡辺リフォーム|金額:40,542|内容:防錆塗装工事|担当:高橋健一|連絡先:|備考:|特記事項:]","[NO:870|日付:2025-04-29|会社:|金額:|内容:水道管修理|担当:加藤真理|連絡先:|備考:Laudantium quas voluptatum architecto illo culpa repellat nihil porro enim rerum minima molestiae blanditiis enim vel.|特記事項:Omnis qui sit et est repudiandae quo quia deserunt rerum temporibus autem voluptas.] / [NO:871|日付:2025-02-14|会社:|金額:147,591|内容:天井改修工事|担当:|連絡先:|備考:Non sequi voluptatem repudiandae autem rerum eaque at animi animi laudantium velit libero omnis suscipit voluptas ratione a.|特記事項:] / [NO:869|日付:2024-09-29|会社:|金額:313,749|内容:天井改修工事|担当:佐藤次郎|連絡先:|備考:|特記事項:] / [NO:868|日付:2024-02-15|会社:|金額:|内容:床材変更工事|担当:田中花子|連絡先:628-899-4906|備考:|特記事項:]"
株式会社シダー,21402,"ラ・ナシカ よこすか弐番館",2171200402,,,,,,,,,,,,,,,,,,賃貸,2028.41,613.55,28,,,375918,"2024年12月21日 ～ 2027年12月21日",,3年,賃貸契約による運営。,株式会社不動産管理センター,490-9671,"4897 Grimes Island Apt. 610
Lake Brisaburgh, NM 45457-8710",△△タワー12階,092-4714-3245,04-5042-4445,office@realestate-service.jp,,24時間対応可能な管理体制を整備。緊急時の連絡先も明確化されている。,"Jimmy Rohan",709-9321,"2889 Amara Freeway
Kendallberg, AZ 79140",,061-71-5583,0098-47-9014,,,不動産投資の一環として複数物件を所有・運営。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-09,,,+1.252.663.8155,,,2025-02-23,渡辺リフォーム,,,"Aspernatur ut doloremque et non est quo placeat aut temporibus et nostrum.",,2025-06-22,鈴木設備,,,,"[NO:877|日付:2024-10-04|会社:小林電設|金額:572,088|内容:給湯器交換|担当:中村恵子|連絡先:+1-513-408-5393|備考:Esse eos odit enim dolore quo consequatur ut doloribus itaque.|特記事項:] / [NO:875|日付:2024-03-26|会社:|金額:572,135|内容:照明設備更新|担当:|連絡先:+1.772.466.1326|備考:|特記事項:]","[NO:880|日付:2025-01-30|会社:佐藤建設|金額:|内容:給湯器交換|担当:|連絡先:(870) 839-6735|備考:Fugit alias est blanditiis impedit quis quas quo ex sapiente non asperiores distinctio omnis at.|特記事項:] / [NO:878|日付:2024-11-15|会社:|金額:950,995|内容:エアコン修理|担当:高橋健一|連絡先:|備考:|特記事項:Dolor est placeat quo ea architecto id ex aut nihil.] / [NO:879|日付:2024-01-13|会社:中村建築|金額:943,360|内容:壁紙張替え工事|担当:山田太郎|連絡先:|備考:|特記事項:Nisi quod iusto soluta porro saepe ut omnis maxime nam aut.]"
株式会社シダー,21411,"ラ・ナシカ 上大岡",2171200411,,,,,,,,,,,,,,,,,,賃貸,843.91,255.27,34,,,213655,"2023年11月16日 ～ 2025年11月16日",,2年,賃貸契約による運営。契約更新時の条件見直し要検討。賃料改定の可能性について定期的に協議。,積水ハウス不動産株式会社,285-3394,"27496 Daugherty Crossroad
North Joana, ID 91616-6900",○○ビル5F,024-77-4308,07-2289-5292,office@property-mgmt.co.jp,https://www.real-estate-service.jp,大手不動産会社系列で、豊富な管理実績とノウハウを保有。,有限会社プロパティホールディングス,926-6070,"2626 Devin Locks Suite 857
Lake Kobyborough, AZ 17363-7146",住宅○○,01-28-7256,,mmraz@example.net,,建物の老朽化に伴う大規模修繕の計画を検討中。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-27,,渡辺由美,"(734) 317-5905","Aperiam beatae eius ut beatae fugit eos recusandae totam hic eveniet consequatur quis iste dolores omnis.",,2025-04-30,小林電設,加藤真理,1-743-870-6291,"Non explicabo animi sed omnis aliquam molestias reprehenderit doloremque.",[NO:885|日付:2025-08-28|会社:|金額:|内容:電気設備点検|担当:|連絡先:626.514.7261|備考:|特記事項:],"[NO:886|日付:2025-02-09|会社:|金額:|内容:外壁塗装工事|担当:田中花子|連絡先:|備考:|特記事項:] / [NO:887|日付:2024-11-26|会社:伊藤工業|金額:226,364|内容:給湯器交換|担当:渡辺由美|連絡先:+1-678-423-0452|備考:|特記事項:] / [NO:890|日付:2024-07-21|会社:高橋塗装|金額:431,407|内容:電気設備点検|担当:佐藤次郎|連絡先:+1-936-735-2572|備考:|特記事項:] / [NO:889|日付:2024-06-30|会社:加藤住宅設備|金額:|内容:配管工事|担当:山田太郎|連絡先:|備考:|特記事項:Ipsam possimus voluptatum numquam et consequuntur ea asperiores natus enim ab error.] / [NO:888|日付:2024-03-22|会社:|金額:669,219|内容:天井改修工事|担当:佐藤次郎|連絡先:|備考:|特記事項:] / [NO:891|日付:2023-11-04|会社:高橋塗装|金額:889,019|内容:照明設備更新|担当:|連絡先:+1-406-990-8974|備考:|特記事項:Sapiente ut culpa dicta laborum tenetur omnis.]"
株式会社シダー,21901,"ラ・ナシカ こうふ",2171200901,,,,,,,,,,,,,,,,,,owned_rental,1832.65,554.34,22,102552900,185000,342723,"2025年3月5日 ～ 2027年3月5日",,2年,自社所有物件を第三者に賃貸。,,,,,,,,,,株式会社ライフケアサービス,575-6502,"7048 Keebler Station
Rashadport, OR 49854",○○ビル本社,049-002-1244,0271-16-4791,contact@medical.co.jp,,地域の高齢化社会に対応したサービス展開を計画中。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-13,,,,"Velit mollitia qui molestiae ipsa nostrum nihil est assumenda voluptate cumque cum sit quia ut nisi ut voluptatem occaecati repellendus iusto.","Sint fugit dolore soluta consequuntur dicta fuga maiores et.",2025-07-20,鈴木設備,,1-954-910-6111,,,2024-03-22,,,279-389-3084,,,"[NO:898|日付:2025-10-02|会社:田中電気工事|金額:|内容:内装デザイン変更|担当:高橋健一|連絡先:463.769.8168|備考:|特記事項:] / [NO:897|日付:2024-11-15|会社:|金額:211,743|内容:照明設備更新|担当:|連絡先:1-959-265-7101|備考:|特記事項:Accusamus labore officiis dolorum voluptate omnis qui ea.] / [NO:899|日付:2024-07-14|会社:田中電気工事|金額:118,306|内容:床材変更工事|担当:|連絡先:+1.682.904.2196|備考:Eum hic ullam deleniti autem enim totam dolor ducimus molestias architecto amet exercitationem rem dolores laborum.|特記事項:]"
